Key,Source,Context,Changes,English,tchinese
foodCropBroccoliAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked broccoli. Broccoli can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]農業\n[abddfc]製作台：[ffffff]農場工作台，配備種子處理器\n[abddfc]解鎖條件：[ffffff]種植與生長等級 1\n\n[abddfc]說明：[ffffff]花椰菜種子。將它們種植在農場作物地塊中。當植物顯示已成熟時，用鐮刀收割它以收集作物，並讓種子重新生長。
foodCropBroccoliAOO,items,Food,,Broccoli,[abddfc]類型：[ffffff]食物\n[abddfc]製作台：[ffffff]無\n[abddfc]解鎖條件：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的花椰菜。花椰菜可以生吃、用於各種食物食譜，或製成種子。
,,,,,
plantedCabbageSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Cabbage seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]高麗菜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的高麗菜。高麗菜可以生吃、用於各種食物食譜，或製成種子。\n高麗菜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]可可樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的可可豆。可可豆需要加工成巧克力才能用於食物，或可製成種子。\n可可豆\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]胡蘿蔔種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的胡蘿蔔。胡蘿蔔可以生吃、用於各種食物食譜，或製成種子。\n胡蘿蔔\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]貓爪草種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的貓爪草。貓爪草的樹皮是一種用於高級醫療食譜的鍊金術成分。它也可以製成種子。\n貓爪草\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]芹菜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的芹菜。芹菜可以生吃、用於各種食物食譜，或製成種子。\n芹菜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]櫻桃樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的櫻桃。可以生吃、用於各種食物食譜，或製成種子。\n櫻桃
foodCropCabbageAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked cabbages. Cabbage can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的高麗菜。高麗菜可以生吃、用於各種食物食譜，或製作成種子。
foodCropCabbageAOO,items,Food,,Cabbage,高麗菜
,,,,,
plantedCacaoTreeSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Cacao tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]可可樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCocoaBeansTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked cocoa beans. Cocoa beans need to be processed into chocolate before they can be used in food, or they can be crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的可可豆。可可豆需要加工成巧克力才能用於食物，或可製作成種子。
foodCropCocoaBeansTSK_AOO,items,Food,,Cocoa Beans,可可豆
,,,,,
plantedCarrotSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Carrot seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]胡蘿蔔種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCarrotAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked carrots. Carrots can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的胡蘿蔔。胡蘿蔔可以生吃、用於各種食物食譜，或製作成種子。
foodCropCarrotAOO,items,Food,,Carrot,胡蘿蔔
,,,,,
plantedCatsClawSeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Cat's claw herb seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]貓爪草種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCatsClawTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked cat's claw herbs. The bark of the cat's claw plant is an alchemical ingredient used in advanced medical recipes. It can also be crafted into seeds.,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的貓爪草。貓爪草的樹皮是一種鍊金術成分，用於高級醫療配方。它也可以製作成種子。
foodCropCatsClawTSK_AOO,items,Medical,New,Cats Claw,貓爪草
,,,,,
plantedCelerySeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Celery seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]芹菜種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCeleryAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked celery. Celery can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的芹菜。芹菜可以生吃、用於各種食物食譜，或製作成種子。
foodCropCeleryAOO,items,Food,,Celery,芹菜
,,,,,
plantedCherryTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Cherry tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]櫻桃樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCherryAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked cherries. can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的櫻桃。可以生吃、用於各種食物食譜，或製作成種子。
foodCropCherryAOO,items,Food,,Cherry,櫻桃
,,,,,
plantedCoconutTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Coconut tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]椰子樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的椰子。可以生吃、用於各種食物食譜或製成種子。\n椰子\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]蔓越莓樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的櫻桃。櫻桃可以生吃、用於各種食物食譜或製成種子。\n蔓越莓\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]黃瓜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的黃瓜。黃瓜可以生吃、用於各種食物食譜或製成種子。\n黃瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]惡魔之爪草本植物種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的惡魔之爪草本植物。惡魔之爪是一種用於高級醫學食譜的鍊金術成分。它也可以製成種子。\n惡魔之爪\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]紫錐菊種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的紫錐菊。紫錐菊很容易辨認，因為它的花朵是「裡外顛倒」的，可以用來製作各種鍊金術和醫學食譜。它也可以製成種子。\n紫錐菊\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]小白菊種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的小白菊。顧名思義，小白菊草本植物是草藥的絕佳成分。它也可以製成種子。\n小白菊
foodCropCoconutAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked coconuts. can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的椰子。可以生吃、用於各種食物食譜，或製作成種子。
foodCropCoconutAOO,items,Food,,Coconut,椰子
,,,,,
plantedCranberryTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Cranberry tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]蔓越莓樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCranberryAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked cherries. Cherries can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的櫻桃。櫻桃可以生吃、用於各種食物食譜，或製作成種子。
foodCropCranberryAOO,items,Food,,Cranberry,蔓越莓
,,,,,
plantedCucumberSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Cucumber seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]小黃瓜種子。將這些種子種植在農作物田裡。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropCucumberAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked cucumbers. Cucumbers can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的小黃瓜。小黃瓜可以生吃、用於各種食物食譜，或製作成種子。
foodCropCucumberAOO,items,Food,,Cucumber,小黃瓜
,,,,,
plantedDevilsClawSeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Devil's claw herb seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]惡魔之爪草本種子。將這些種子種植在農作物田裡。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropDevilsClawTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked devils'crop herbs. Devil's claw is an alchemical ingredient used in advanced medical recipes. It can also be crafted into seeds.,[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的惡魔之爪草本。惡魔之爪是一種用於高級醫療食譜的鍊金術成分。也可以製作成種子。
foodCropDevilsClawTSK_AOO,items,Medical,New,Devils Claw,惡魔之爪
,,,,,
plantedEchinaceaSeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Echinacea seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]紫錐菊種子。將這些種子種植在農作物田裡。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropEchinaceaTSK_AOODesc,items,Medical,New,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked echinacea. Echinacea is easy to spot due to its inside-out"" flowers and can be used to make various alchemical and medical recipes. It can also be crafted into seeds.""",[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的紫錐菊。紫錐菊很容易辨認，因為它的花朵是「裡外顛倒」的，可以用來製作各種鍊金術和醫療食譜。也可以製作成種子。
foodCropEchinaceaTSK_AOO,items,Medical,New,Enchinacea,紫錐菊
,,,,,
plantedFeverfewSeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Feverfew seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]小白菊種子。將這些種子種植在農作物田裡。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropFeverfewTSK_AOODesc,items,Medical,New,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked feverfew. True to its name, the feverfew herb is an excellent ingredient for herbal remedies. It can also be crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的小白菊。小白菊草本忠於其名稱，是草本療法中極佳的成分。也可以製作成種子。
foodCropFeverfewTSK_AOO,items,Medical,New,Fever Few,小白菊
,,,,,
