Key,Source,Context,Changes,English,tchinese
potionTimeForwardAOODesc,items,Item,,Drinking this will move time up 1 hour.,喝下此飲料將時間提前 1 小時。
,,,,,
potionTimeBackAOO,items,Item,,Turn Back Time,倒轉時間
potionTimeBackAOODesc,items,Item,,Drinking this turn back time 1 hour.,喝下此飲料將時間倒退 1 小時。
,,,,,
resourceZombieGutsAOO,items,Item,,Zombie Guts,殭屍內臟
resourceZombieGutsAOODesc,items,Item,,Used as an Ingredient in Resurrection Potions,用於復活藥水的成分
,,,,,
resourceZombieBrainsAOO,items,Item,,Zombie Brains,殭屍大腦
resourceZombieBrainsAOODesc,items,Item,,Used as an Ingredient in Resurrection Potions,用於復活藥水的成分
,,,,,
emote01AOO,items,Item,,Emote Pack 01,表情包 01
emote02AOO,items,Item,,Emote Pack 02,表情包 02
emote03AOO,items,Item,,Emote Pack 03,表情包 03
emote04AOO,items,Item,,Emote Pack 04,表情包 04
emote05AOO,items,Item,,Emote Pack 05,表情包 05
emote06AOO,items,Item,,Emote Pack 06,表情包 06
emote07AOO,items,Item,,Emote Pack 07,表情包 07
,,,,,
DropBox_AOO,items,Item,,Small DropBox,小型儲物箱
DropBox_AOODesc,items,Item,,Items in Small DropBox will automatically be sorted over time into you nearby storage (15 Blocks),小型儲物箱中的物品會隨著時間自動分類到您附近的儲藏空間（15 個方塊）
DropBoxLarge_AOO,items,Item,,Large DropBox,大型儲物箱
DropBoxLarge_AOODesk,items,Item,,Items in Large DropBox will automatically be sorted instantaly upon close time into you nearby storage (30 Blocks),大型儲物箱中的物品會在關閉時立即自動分類到您附近的儲藏空間（30 個方塊）
,,,,,
decorSkeletonSphereAOO,blocks,Block,,Skeleton Orb,骷髏寶珠
,,,,,
,,,,,
podBlock_LootAOO,blocks,Block,,Experimentation Pod,實驗艙
,,,,,
toolScytheAOO,items,Item,,Scythe,鐮刀
toolScytheAOODesc,items,Item,,A very fast crop harvesting tool the will yield one additional crop,一種非常快速的作物收割工具，可額外收穫一種作物
,,,,,
toolScytheAOO,items,Item,,Scythe,鐮刀
toolScytheAOODesc,items,Item,,A very fast crop harvesting tool the will yield one additional crop,一種非常快速的作物收割工具，可額外收穫一種作物
,,,,,
toolGardenHoeAOO,items,Item,,Garden Hoe,園藝鋤頭
toolGardenHoeAOODesc,items,Item,,A tool that will  upgrade the ground to be fertile and can also be used for harvesting s,一種可以將地面升級為肥沃的工具，也可以用於收穫
,,,,,
PoweredGarageDoorVariantHelperAOO,block,block,,Powered Garage Doors,電動車庫門
PoweredGarageDoorFlushAOO,block,block,,Powered Garage Door - Flush,電動車庫門 - 齊平
PoweredGarageDoorRaisedAOO,block,block,,Powered Garage Door - Raised,電動車庫門 - 凸起
PoweredGarageDoorCenteredAOO,block,block,,Powered Garage Door - Centered,電動車庫門 - 居中
PoweredGarageDoorHighAOO,block,block,,Powered Garage Door - Extended,電動車庫門 - 延伸
PoweredGarageDoorMFlushAOO,block,block,,Powered Garage Door - Flush,電動車庫門 - 齊平
PoweredGarageDoorMRaisedAOO,block,block,,Powered Garage Door - Raised,電動車庫門 - 凸起
PoweredGarageDoorMCenteredAOO,block,block,Powered Garage Door - Centered,,
PoweredGarageDoorMHighAOO,block,block,,Powered Garage Door - Extended,電動車庫門 - 延伸
PoweredGarageDoorFlushAOODesc,block,block,,A powered garage door with many more uses!  When layed flat it is flush with the ground.,具有更多用途的電動車庫門！平放時與地面齊平。
PoweredGarageDoorRaisedAOODesc,block,block,,A powered garage door with many more uses!  When layed flat it is raised slightly from the ground (will be flush with a plate).,具有更多用途的電動車庫門！平放時略微高於地面（與板子齊平）。
PoweredGarageDoorCenteredAOODesc,block,block,,A powered garage door with many more uses!  This door will be located towards the center of the block.,具有更多用途的電動車庫門！此門將位於方塊的中心。
PoweredGarageDoorHighAOODesc,block,block,,A powered garage door with many more uses!  This door will be located towards the outside of the block.,具有更多用途的電動車庫門！此門將位於方塊的外部。
,,,,,
,,,,,
modClothingStoragePocketStrengthAOO,items,Item,,Pocket Mod of Strength,力量口袋模組
modClothingStoragePocketStrengthAOODesc,items,Item,,Pocket Mod with +8 Carry Capacity and +2 Strength,口袋模組，具有 +8 負重能力和 +2 力量
modArmor6XStoragePocketStrengthAOO,items,Item,,Armor Pocket Mod of Strength,力量裝甲口袋模組
modArmor6XStoragePocketStrengthAOODesc,items,Item,,Armor Pocket Mod with +12 Carry Capacity and +2 Strength,裝甲口袋模組，具有 +12 負重能力和 +2 力量
,,,,,
modClothingStoragePocketPerceptionAOO,items,Item,,Pocket Mod of Perception,感知口袋模組
modClothingStoragePocketPerceptionAOODesc,items,Item,,Pocket Mod with +8 Carry Capacity and +2 Perception,口袋模組，具有 +8 負重能力和 +2 感知
modArmor6XStoragePocketPerceptionAOO,items,Item,,Armor Pocket Mod of Perception,感知裝甲口袋模組
modArmor6XStoragePocketPerceptionAOODesc,items,Item,,Armor Pocket Mod with +12 Carry Capacity and +2 Perception,裝甲口袋模組，具有 +12 負重能力和 +2 感知
,,,,,
modClothingStoragePocketAgilityAOO,items,Item,,Pocket Mod of Agility,敏捷口袋模組
modClothingStoragePocketAgilityAOODesc,items,Item,,Pocket Mod with +8 Carry Capacity and +2 Agility,口袋模組，具有 +8 負重能力和 +2 敏捷
modArmor6XStoragePocketAgilityAOO,items,Item,,Armor Pocket Mod of Agility,敏捷護甲口袋模組
modArmor6XStoragePocketAgilityAOODesc,items,Item,,Armor Pocket Mod with +12 Carry Capacity and +2 Agility,裝甲口袋模組，負重能力 +12，敏捷 +2
,,,,,
modClothingStoragePocketIntelligenceAOO,items,Item,,Pocket Mod of Intelligence,智慧口袋模組
modClothingStoragePocketIntelligenceAOODesc,items,Item,,Pocket Mod with +8 Carry Capacity and +2 Intelligence,負重能力 +8，智慧 +2 的口袋模組
modArmor6XStoragePocketIntelligenceAOO,items,Item,,Armor Pocket Mod of Intelligence,智慧裝甲口袋模組
modArmor6XStoragePocketIntelligenceAOODesc,items,Item,,Armor Pocket Mod with +12 Carry Capacity and +2 Intelligence,負重能力 +12，智慧 +2 的裝甲口袋模組
,,,,,
modArmor6XStoragePocketFortitudeAOO,items,Item,,Armor Pocket Mod of Fortitude,堅韌裝甲口袋模組
modArmor6XStoragePocketFortitudeAOODesc,items,Item,,Armor Pocket Mod with +8 Carry Capacity and +2 Fortitude,負重能力 +8，堅韌 +2 的裝甲口袋模組
,,,,,
modClothingStoragePocketFortitudeAOO,items,Item,,Pocket Mod of Fortitude,堅韌口袋模組
modClothingStoragePocketFortitudeAOODesc,items,Item,,Pocket Mod with +12 Carry Capacity and +2 Fortitude,負重能力 +12，堅韌 +2 的口袋模組
,,,,,
,,,,,
resourceMagicPotionAOO,items,Item,,Generic Magic Potion,通用魔法藥水
resourceMagicPotionAOODesc,items,Item,,A Generic Magic Potion that is used in some rare recipes.,通用魔法藥水，用於一些稀有配方。
,,,,,
resourceMagicPotionStrengthAOO,items,Item,,Potion of Strength,力量藥水
resourceMagicPotionStrengthAOODesc,items,Item,,Strength Potion useda to Craft Special Items,力量藥水，用於製作特殊物品
,,,,,
resourceMagicPotionPerceptionAOO,items,Item,,Potion of Perception,感知藥水
resourceMagicPotionPerceptionAOODesc,items,Item,,Perception Potion used to Craft Special Items,感知藥水，用於製作特殊物品
,,,,,
resourceMagicPotionAgilityAOO,items,Item,,Potion of Agility,敏捷藥水
resourceMagicPotionAgilityAOODesc,items,Item,,Agility Potion used to Craft Special Items,敏捷藥水，用於製作特殊物品
,,,,,
resourceMagicPotionIntelligenceAOO,items,Item,,Potion of Intelligence,智慧藥水
resourceMagicPotionIntelligenceAOODesc,items,Item,,Intelligence Potion used to Craft Special Items,智慧藥水，用於製作特殊物品
,,,,,
resourceMagicPotionFortitudeAOO,items,Item,,Potion of Fortitude,堅韌藥水
resourceMagicPotionFortitudeAOODesc,items,Item,,Fortitude Potion used to Craft Special Items,堅韌藥水，用於製作特殊物品
,,,,,
resourceMagicPotionSkillAOO,items,Item,,Potion of Skill,技能藥水
resourceMagicPotionSkillAOODesc,items,Item,,Skill Potion used to Craft Special Items,技能藥水，用於製作特殊物品
,,,,,
resourceMagicPotionInvisibility30AOO,items,Item,,Potion of Invisibility 30s,30 秒隱形藥水
resourceMagicPotionInvisibility30AOODesc,items,Item,,Make yourself Invisible for 30 seconds. While invisible no one can see you! Zombies wont know you are there!,讓自己隱形 30 秒。隱形時沒人能看見你！喪屍不會知道你在那裡！
,,,,,
resourceMagicPotionInvisibility60AOO,items,Item,,Potion of Invisibility 60s,60 秒隱形藥水
resourceMagicPotionInvisibility60AOODesc,items,Item,,Make yourself Invisible for 60 seconds. While invisible no one can see you! Zombies wont know you are there!,讓自己隱形 60 秒。隱形時沒人能看見你！喪屍不會知道你在那裡！
,,,,,
resourceMagicPotionInvisibility120AOO,items,Item,,Potion of Invisibility 120s,120 秒隱形藥水
resourceMagicPotionInvisibility120AOODesc,items,Item,,Make yourself Invisible for 120 seconds. While invisible no one can see you! Zombies wont know you are there!,讓自己隱形 120 秒。隱形時沒人能看見你！喪屍不會知道你在那裡！
,,,,,
,,,,,
resourceMagicPotionSpeedAOO,items,Item,,Potion of Speed,速度藥水
resourceMagicPotionSpeedAOODesc,items,Item,,Speed Potion used to Craft Special Items,速度藥水，用於製作特殊物品
,,,,,
resourceMagicPotionFlightAOO,items,Item,,Potion of Flight,飛行藥水
resourceMagicPotionFlightAOODesc,items,Item,,Flight Potion used to make aircraft fly!,飛行藥水，用於讓飛機飛行！
,,,,,
potionRepulserAOO,items,Item,,Repulser Potion,擊退藥水
potionRepulserAOODesc,items,Item,,When your in trouble drink this and  send your enemies Flying! Lasts for 10 Seconds,當你遇到麻煩時，喝下它，讓你的敵人飛起來！持續 10 秒
,,,,,
drugFortBitesPotionAOO,items,Item,,Premium Fort Bites,高級堡壘咬合
drugFortBitesPotionAOODesc,items,Item,,Increases Damage Reduction to 75% and Duration to 3 minutes!,將傷害減免提高到 75%，持續時間延長至 3 分鐘！
,,,,,
drugEyeKandyPotionAOO,items,Item,,Premium Eye Kandy,高級眼糖
drugEyeKandyPotionAOODesc,items,Item,,Doubles the effects of Eye Kandy! Double the loot Stage and duble the duration!,加倍眼糖的效果！戰利品等級加倍，持續時間加倍！
,,,,,
,,,,,
modLuckyRabbitFootAOO,items,Item,,Lucky Rabbit's Foot,幸運兔腳
modLuckyRabbitFootAOODesc,items,Item,,Clothing Mod That increases Loot Stage by 100%,服裝模組，將戰利品等級提高 100%
,,,,,
OblivionCrate1,items,Item,,Oblivion Crate,遺忘寶箱
OblivionCrate2,items,Item,,Oblivion Crate,遺忘寶箱
OblivionCrate_Locked,items,Item,,Oblivion Crate,遺忘寶箱
,,,,,
resourceBloodBarkAOO,items,Item,,Blood Bark,血樹皮
resourceBloodBarkAOODesc,items,Item,,A rare resource use in crafting. Found by harvesting the Tree of Death!,一種稀有資源，用於製作。採集死亡之樹時發現！
,,,,,
resourceBloodBarkAOO,items,Item,,Blood Bark,血樹皮
resourceBloodBarkAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceCamelToeAOO,items,Item,,Camel Toe,駱駝趾
resourceCamelToeAOODesc,items,Item,,Slang for a wo......Whoops wrong Camel Toe!  A rare resource use in crafting,一個詞彙......呃，搞錯了，駱駝趾！一種稀有資源，用於製作
,,,,,
resourceRabbitsFootAOO,items,Item,,Rabbits Foot,兔子腳
resourceRabbitsFootAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceTurtleShellAOO,items,Item,,Turtle Shell,龜殼
resourceTurtleShellAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceWoolAOO,items,Item,,Wool,羊毛
resourceWoolAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceComodoTailAOO,items,Item,,Comodo Tail,科莫多龍尾巴
resourceComodoTailAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceLeopardPeltAOO,items,Item,,Leopard Pelt,豹皮
resourceLeopardPeltAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceCowTongueAOO,items,Item,,Cow Tongue,牛舌
resourceCowTongueAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceBearPeltAOO,items,Item,,Bear Pelt,熊皮
resourceBearPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceIbexHornAOO,items,Item,,Ibex Horn,山羊角
resourceIbexHornAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceIbexPeltAOO,items,Item,,Ibex Pelt,山羊皮
resourceIbexPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceDeerAntlerAOO,items,Item,,Deer Antler,鹿角
resourceDeerAntlerAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceDeerPeltAOO,items,Item,,Deer Pelt,鹿皮
resourceDeerPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceElephantTuskAOO,items,Item,,Elephant Tusk,象牙
resourceElephantTuskAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceElephantPeltAOO,items,Item,,Elephant Pelt,象皮
resourceElephantPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceGoatHornAOO,items,Item,,Goat Horn,山羊角
resourceGoatHornAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceGoatPeltAOO,items,Item,,Goat Pelt,山羊皮
resourceGoatPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceWolfPeltAOO,items,Item,,Wolf Pelt,狼皮
resourceWolfPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceDogPeltAOO,items,Item,,Dog Pelt,狗皮
resourceDogPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.  DOG KILLER!!!!,一種用於製作的資源。可以製成多塊皮革。狗殺手!!!!
,,,,,
resourceCatPeltAOO,items,Item,,Cat Pelt,貓皮
resourceCatPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.  CAT KILLER!!!!,一種用於製作的資源。可以製成多塊皮革。貓殺手!!!!
,,,,,
resourceBuffaloHornAOO,items,Item,,Buffalo Horn,水牛角
resourceBuffaloHornAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceBuffaloPeltAOO,items,Item,,Buffalo Pelt,水牛皮
resourceBuffaloPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceScorpionTailAOO,items,Item,,Scorpion Tail,蠍子尾巴
resourceScorpionTailAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceHorsePeltAOO,items,Item,,Horse Pelt,馬皮
resourceHorsePeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceHorseTailAOO,items,Item,,Horse Tail,馬尾
resourceHorseTailAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceCowPeltAOO,items,Item,,Cow Pelt,牛皮
resourceCowPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourcePigsFeetAOO,items,Item,,Pigs Feet,豬腳
resourcePigsFeetAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourcePigPeltAOO,items,Item,,Pig Pelt,豬皮
resourcePigPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,一種用於製作的資源。可以製成多塊皮革。
,,,,,
resourceRhinoHornAOO,items,Item,,Rhino Horn,犀牛角
resourceRhinoHornAOODesc,items,Item,,A rare resource use in crafting,一種稀有資源，用於製作
,,,,,
resourceRhinoPeltAOO,items,Item,,Rhino Pelt,犀牛皮
resourceRhinoPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,製作中使用的資源。可製成多塊皮革。
,,,,,
resourceTigerToothAOO,items,Item,,Tiger Tooth,虎牙
resourceTigerToothAOODesc,items,Item,,A rare resource use in crafting,製作中使用的稀有資源
,,,,,
resourceTigerPeltAOO,items,Item,,Tiger Pelt,虎皮
resourceTigerPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,製作中使用的資源。可製成多塊皮革。
,,,,,
resourceCamelPeltAOO,items,Item,,Camel Pelt,駱駝皮
resourceCamelPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,製作中使用的資源。可製成多塊皮革。
,,,,,
resourcePenguinGoldenAOO,items,Item,,Golden Penguin,黃金企鵝
resourcePenguinGoldenAOODesc,items,Item,,A rare treasure that can be sold or use in crafting.,可出售或用於製作的稀有寶藏。
,,,,,
resourcePenguinPeltAOO,items,Item,,Penguin Pelt,企鵝皮
resourcePenguinPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,製作中使用的資源。可製成多塊皮革。
,,,,,
resourceSpiderEggsAOO,items,Item,,Spider Eggs,蜘蛛蛋
resourceSpiderEggsAOODesc,items,Item,,A rare treasure that can be sold or use in crafting.,可出售或用於製作的稀有寶藏。
,,,,,
resourceSpiderSilkAOO,items,Item,,Spider silk,蜘蛛絲
resourceSpiderSilkAOODesc,items,Item,,A resource use in crafting.,製作中使用的資源。
,,,,,
resourceChickenFeetAOO,items,Item,,Chicken Feet,雞腳
resourceChickenFeetAOODesc,items,Item,,A rare resource use in crafting,製作中使用的稀有資源
,,,,,
resourceZebraPeltAOO,items,Item,,Zebra Pelt,斑馬皮
resourceZebraPeltAOODesc,items,Item,,A resource use in crafting.  Can be made into multiple pieces of Leather.,製作中使用的資源。可製成多塊皮革。
,,,,,
BegginerModeAOO,items,Item,,Beginner Mode,新手模式
BegginerModeAOODesc,items,Item,,"Begginer mode will help you survive the beggining of your journey.  You  will do more damage
				
resourceGreenSlimeAOO	items	Item	Green Slime	
resourceGreenSlimeAOODesc	items	Item		 Obtained by harvesting Green Slime Monsters! Used in crafting!""","新手模式將幫助您在旅程開始時生存下來。您將造成更多傷害
				
resourceGreenSlimeAOO	items	項目	綠色史萊姆	
resourceGreenSlimeAOODesc	items	項目		通過收穫綠色史萊姆怪物獲得！用於製作！"""
,,,,,
JunctionBoxAOO,block,block,,Wireless Junction Box,無線接線盒
JunctionBoxAOODesc,block,block,,Wireless Junction Box,無線接線盒
,,,,,
JunctionBox2AOO,block,block,,Wireless Junction Box,無線接線盒
JunctionBox2AOODesc,block,block,,Wireless Junction Box,無線接線盒
,,,,,
,,,,,
doorKeycardBlackClosedAOO,block,block,,Locked - Use Black Keycard to Open,鎖定 - 使用黑色鑰匙卡打開
doorKeycardBlueClosedAOO,block,block,,Locked - Use Blue Keycard to Open,鎖定 - 使用藍色鑰匙卡打開
doorKeycardRedClosedAOO,block,block,,Locked - Use Red Keycard to Open,鎖定 - 使用紅色鑰匙卡打開
,,,,,
floorHatch01_AOO,block,block,,Locked - Use Lockpick to Open,鎖定 - 使用開鎖器打開
floorHatch01Unlocked_AOO,block,block,,Unlocked,已解鎖
,,,,,
BeginnerModeAOO,items,Item,,Beginner Mode (Lasts until you die or level 11),新手模式（持續到您死亡或 11 級）
,,,,,
SkullTokenAOO,items,Item,,Skull Token,骷髏代幣
SkullTokenAOODesc,items,Item,,Use these tokens to purchase elite items from the Elite Traders located  under some traders.,使用這些代幣從位於一些交易者下方的精英交易者處購買精英物品。
,,,,,
resourceTeleportPart1AOO,items,Item,,Teleporter Part #1,傳送器零件 #1
resourceTeleportPart1AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart2AOO,items,Item,,Teleporter Part #2,傳送器零件 #2
resourceTeleportPart2AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart3AOO,items,Item,,Teleporter Part #3,傳送器零件 #3
resourceTeleportPart3AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart4AOO,items,Item,,Teleporter Part #4,傳送器零件 #4
resourceTeleportPart4AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart5AOO,items,Item,,Teleporter Part #5,傳送器零件 #5
resourceTeleportPart5AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart6AOO,items,Item,,Teleporter Part #6,傳送器零件 #6
resourceTeleportPart6AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart7AOO,items,Item,,Teleporter Part #7,傳送器零件 #7
resourceTeleportPart7AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
resourceTeleportPart8AOO,items,Item,,Teleporter Part #8,傳送器零件 #8
resourceTeleportPart8AOODesc,items,Item,,Use with 7 other parts to fix teleporter outside of Turdlingers Research Facility,與其他 7 個零件一起使用，以修復 Turdlingers 研究設施外的傳送器
,,,,,
,,,,,
,,,,,
PetSpawner,items,Item,,When reading this item your pet will spawn next to you. There will be about a 20 second delay before you are able to interact with him/her.,閱讀此物品時，您的寵物將出現在您旁邊。在您能夠與他/她互動之前，大約會有 20 秒的延遲。
,,,,,
RandomAnimalSpawner_AOO,items,Item,,Random Animal,隨機動物
PetGoatSpawner_AOO,items,Item,,Pet Goat,寵物山羊
PetRabbitSpawner_AOO,items,Item,,Pet Rabbit,寵物兔子
PetCaneCorsoSpawner_AOO,items,Item,,Pet Cane Corso,寵物科索犬
PetCatV1Spawner_AOO,items,Item,,Pet Cat,寵物貓
PetCatV2Spawner_AOO,items,Item,,Pet Cat,寵物貓
PetCatV3Spawner_AOO,items,Item,,Pet Cat,寵物貓
PetWolfHoundSpawner_AOO,items,Item,,Pet Celtic Wolfhound,寵物凱爾特獵狼犬
PetHellenicHoundSpawner_AOO,items,Item,,Pet Hellenic Hound,寵物希臘獵犬
PetHorseV1Spawner_AOO,items,Item,,Pet Horse,寵物馬
PetHorseV2Spawner_AOO,items,Item,,Pet Horse,寵物馬
PetHorseV3Spawner_AOO,items,Item,,Pet Horse,寵物馬
PetHorseV4Spawner_AOO,items,Item,,Pet Horse,寵物馬
PetHorseV5Spawner_AOO,items,Item,,Pet Horse,寵物馬
PetHorseV6Spawner_AOO,items,Item,,Pet Horse,寵物馬
PetPigSpawner_AOO,items,Item,,Pet Pig,寵物豬
PetPenguinSpawner_AOO,items,Item,,Pet Penguin,寵物企鵝
PetChickenV1Spawner_AOO,items,Item,,Pet Chicken,寵物雞
PetChickenV2Spawner_AOO,items,Item,,Pet Chicken,寵物雞
PetChickenV3Spawner_AOO,items,Item,,Pet Chicken,寵物雞
PetPugSpawner_AOO,items,Item,,Pet Pug,寵物哈巴狗
PetBeagleSpawner_AOO,items,Item,,Pet Beagle,寵物米格魯
PetGooseSpawner_AOO,items,Item,,Pet Goose,寵物鵝
WildBrownBearSpawner_AOO,items,Item,,Wild Brown Bear,野棕熊
WildZebraSpawner_AOO,items,Item,,Wild Zebra,野斑馬
WildLeopardSpawner_AOO,items,Item,,Wild Leopard,野豹
WildComodoDragonSpawner_AOO,items,Item,,Wild Comodo Dragon,野科莫多巨蜥
WildSheepSpawner_AOO,items,Item,,Wild Sheep,野綿羊
WildTurtleSpawner_AOO,items,Item,,Wild Turtle,野烏龜
WildGooseSpawner_AOO,items,Item,,Wild Goose,野鵝
WildChickensSpawner_AOO,items,Item,,Wild Chicken,野雞
WildPenguinSpawner_AOO,items,Item,,Wild Penquin,野企鵝
WildCamelSpawner_AOO,items,Item,,Wild Camel,野駱駝
WildTigerSpawner_AOO,items,Item,,Wild Tiger,野老虎
WildScottlandCattleSpawner_AOO,items,Item,,Wild Scotland Cattle,野蘇格蘭牛
WildRhinoSpawner_AOO,items,Item,,Wild Rhino,野犀牛
WildPigSpawner_AOO,items,Item,,Wild Pig,野豬
WildLonghornCattleSpawner_AOO,items,Item,,Wild Longhorn,野長角牛
WildScorpionSpawner_AOO,items,Item,,Wild Scorpion,野蠍子
WildCelticWolfhoundSpawner_AOO,items,Item,,Wild Celtic Wolfhound,野凱爾特獵狼犬
WildCapeBuffaloSpawner_AOO,items,Item,,Wild Cape Buffalo,野開普水牛
WildRabbitSpawner_AOO,items,Item,,Wild Rabbit,野兔子
WildGoatSpawner_AOO,items,Item,,Wild Goat,野山羊
WildWolfSpawner_AOO,items,Item,,Wild Wolf,野狼
WildElephantSpawner_AOO,items,Item,,Wild Elephant,野象
WildDeerMaleSpawner_AOO,items,Item,,Wild Deer,野鹿
WildDeerFemaleSpawner_AOO,items,Item,,Wild Deer,野鹿
WildIbexSpawner_AOO,items,Item,,Wild Ibex,野山羊
,,,,,
blackKeyAOO,items,Item,,Black Key Card,黑色鑰匙卡
blueKeyAOO,items,Item,,Blue Key Card,藍色鑰匙卡
redKeyAOO,items,Item,,Red Key Card,紅色鑰匙卡
blackKeyAOODesc,items,Item,,Used to unlock black key card readers that are located in the hidden chambers under the Traders. Equip and right click on the door to open.,用於解鎖位於交易者下方隱藏房間中的黑色鑰匙卡讀卡器。裝備並右鍵點擊門以打開。
blueKeyAOODesc,items,Item,,Used to unlock blue key card readers that are located in the hidden chambers under the Traders. Equip and right click on the door to open.,用於解鎖位於交易者下方隱藏房間中的藍色鑰匙卡讀卡器。裝備並右鍵點擊門以打開。
redKeyAOODesc,items,Item,,Used to unlock red key card readers that are located in the hidden chambers under the Traders. Equip and right click on the door to open.,用於解鎖位於交易者下方隱藏房間中的紅色鑰匙卡讀卡器。裝備並右鍵點擊門以打開。
,,,,,
testminer,block,block,,Monster Auto Miner (Ready),怪物自動採礦機（準備就緒）
testminer2,block,block,,Monster Auto Miner (Mining - Please wait),怪物自動採礦機（採礦 - 請稍候）
,,,,,
Server01_AOO,block,block,,Server Rack,伺服器機架
Server02_AOO,block,block,,Server Rack,伺服器機架
ConsoleSmall_AOO,block,block,,Console Station,控制台站
Display2X3_AOO,block,block,,Computer Display,電腦顯示器
ComputerDesk01_AOO,block,block,,Computer Desk,電腦桌
HealthPodEmpty_AOO,block,block,,Health Pod,生命艙
HealthPodNW1_AOO,block,block,,Health Pod,生命艙
HealthPodNW2_AOO,block,block,,Health Pod,生命艙
"TubePod01_AOO""",block,block,,Plant Pod,植物艙
"TubePod02_AOO""",block,block,,Plant Pod,植物艙
TableChairs_AOO,block,block,,Table and Chairs,桌子和椅子
CrystalRock_AOO,block,block,,Crystal Formation,水晶形成
Missles01_AOO,block,block,,Missles,飛彈
